Actors,Title,X,Y
Katja Riemann,Forget About Nick,2017,5.3
Katrin Sundberg,LasseMajas detektivbyrå - Det första mysteriet,2018,5.8
Katrina Bowden,Tucker and Dale vs. Evil,2010,7.5
Katrina Grey,Locked Up,2017,3.9
Katrina Milosevic,Wentworth,2013,8.6
Katsuhiko Sasaki,Godzilla vs. Megalon,1976,4.8
Katsuhiko Sasaki,Terror of Mechagodzilla,1977,6.2
Katsuhisa Namase,The Chef of South Polar,2009,7.1
Katsuhisa Namase,Gokusen: The Movie,2009,6.1
Katsuko Wakasugi,The Ghost of Yotsuya,1959,7
Katsuyuki Konishi,Saint Seiya: The Hades Chapter,2002,8.5
Katsuyuki Konishi,Prison School,2015,7.6
Katt Williams,Katt Williams: The Pimp Chronicles: Pt. 1,2006,7.7
Katt Williams,Katt Williams: Kattpacalypse,2012,5.5
Katt Williams,Katt Williams: Great America,2018,6.1
Katy Jurado,High Noon,1952,7.9
Katy Louise Saunders,Welcome Home,2018,5.2
Katy Mirza,Chadi Jawani Budhe Nu,1976,4.1
Kausar Mohammed,Great Pretender,2020,8
Kavin Jay,Kavin Jay: Everybody Calm Down!,2018,5.8
Kay Kay Menon,Ek Khiladi Ek Haseena,2005,5.7
Kay Kay Menon,Mumbai Meri Jaan,2008,7.7
Kay Kay Menon,Raja Natwarlal,2014,6.1
Kay Kay Menon,Penalty,2019,5.5
Kay Tse,Nightfall,2012,6.5
Kaya Jade Aguirre,East Side Sushi,2015,7.1
Kaya Scodelario,Skins,2011,8.2
Kaya Scodelario,Maze Runner: The Scorch Trials,2015,6.3
Kaya Scodelario,Crawl,2019,6.1
Kaya Scodelario,Spinning Out,2020,7.6
Kaylin Lee Clinton,Tip the Mouse,2017,6.6
Kazimierz Kaczor,The Closed Circuit,2013,6.9
Kazue Fukiishi,One Missed Call,2004,6.2
Kazue Fukiishi,Happy flight,2008,6.5
Kazuhiko Inoue,Mobile Suit Z Gundam: A New Translation - Heirs to the Stars,2005,6.8
Kazuhiko Inoue,Children Who Chase Lost Voices,2011,7.2
Kazuki Kitamura,Suspect X,2008,7.5
Kazuki Kitamura,Midsummers Equation,2013,6.6
Kazuki Kitamura,Thermae Romae II,2014,6.1
Kazuko Yoshiyuki,Departures,2009,8.1
Kazuo Kumakura,Panda! Go Panda!,1972,6.8
Kazushige Komatsu,Hibiki,2018,6.6
Kazuya Nakai,Blue Exorcist: The Movie,2012,7.2
Kazuya Nakai,Ghost in the Shell: The New Movie,2015,6.7
Kazuyuki Okitsu,Sword Art Online Alternative: Gun Gale Online,2018,6.8
Kazuyuki Okitsu,Wasteful Days of High School Girls,2019,7.1
Kazuyuki Okitsu,The Millionaire Detective - Balance: UNLIMITED,2020,7.3
Kc Okoro,Ghosts of Sugar Land,2019,5.5
Ke-Fang Sun,What She Put on the Table,2017,7.3
Kea Peahu,Finding ‘Ohana,2021,6.1
Keesha Sharp,Lethal Weapon,2016,7.9
Kei Gambit,Legend of Yun Xi,2018,8.2
Kei Tanaka,Afro Tanaka,2012,6.3
Keiko Agena,Gilmore Girls,2000,8.1
Keiko Horiuchi,I Give My First Love to You,2009,7.2
Keiko Horiuchi,The 100th Love With You,2017,6.8
Keiko Horiuchi,The Forest of Wool and Steel,2018,6.3
Keiko Kitagawa,Dear Friends,2007,6.6
Keiko Matsuzaka,Fall Guy,1982,7
Keir O'Donnell,Paul Blart: Mall Cop,2009,5.2
Keir O'Donnell,A Case of You,2014,5.6
Keith Allan,Z Nation,2014,6.7
Keith Allen,Eddie the Eagle,2016,7.4
Keith David,Horizon Line,2021,4.6
Keith Lucas,Lucas Brothers: On Drugs,2017,5.5
Keith Machekanyanga,Deadcon,2019,2.8
Kelley Peters,Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,2017,7.1
Kelli Berglund,Love Daily,2018,6.3
Kelly Chen,Breaking News,2004,6.7
Kelly Chen,Breaking News,2004,6.7
Kelly Chen,Tales From The Dark Part 1,2013,5.6
Kelly Chen,Horseplay,2014,4.7
Kelly Clarkson,Brad Paisleys Comedy Rodeo,2019,8.5
Kelly Jenrette,All Day and a Night,2020,5.8
Kelly Marot,Zombillenium,2017,6.4
Kelly Mi Li,Bling Empire,2021,5.7
Kelly Preston,Jack Frost,1998,5.4
Kelly Preston,For Love of the Game,1999,6.6
Kelly Preston,What a Girl Wants,2003,5.8
Kelly Preston,Dr. Seuss The Cat in the Hat,2003,4
Kelly Preston,A Girls Tears,2003,5.8
Kelvin Harrison Jr.,Waves,2019,7.6
Ken Arnold,Abduction,2011,5.1
Ken Hudson Campbell,Wonder Park,2019,5.9
Ken Jeong,Zookeeper,2011,5.2
Ken Jeong,"Ken Jeong: You Complete Me, Ho",2019,5.7
Ken Kirzinger,Freddy vs. Jason,2003,5.7
Ken Kratz,Making a Murderer,2015,8.6
Ken Lin,The Stolen Years,2013,6.2
Ken Mizorogi,Kamen Rider 555: Paradise Lost,2003,7.1
Ken Narita,Monogatari Series 2nd Season,2013,8.5
Ken Takakura,Kimi yo fundo no kawa wo watare,1976,7
Ken Takakura,Shiawase no Kiiroi Hankachi,1978,7.4
Ken Takakura,Railroad Man,1999,7.2
Ken Takakura,Riding Alone for Thousands of Miles,2005,7.3
Ken Watanabe,Dawn of a New Day: The Man Behind VHS,2002,7.2
Ken Watanabe,Memories of Tomorrow,2006,7.4
Ken Yasuda,"When I Get Home, My Wife Always Pretends to be Dead",2018,6.4
Ken'ichi Matsuyama,Death Note II: The Last Name,2006,7.2
Ken'ichi Matsuyama,Sex Is No Laughing Matter,2008,6.3
Ken'ichi Matsuyama,Memoirs of a Teenage Amnesiac,2010,6
Ken'ichi Matsuyama,Death Note: Light Up the New World,2016,5.8
Ken'ichi Matsuyama,Non-Core,2017,6.6
Kendal Farr,Thunder Road,2018,7.1
Kendall Vertes,Trico Tri: Happy Halloween,2018,3.5
Kengo Kawanishi,March Comes in Like a Lion,2016,8.4
Kengo Kôra,The Vulture,2009,6.5
Kengo Kôra,Roommate,2013,5.7
Kengo Kôra,A Tale of Samurai Cooking: A True Love Story,2013,6.8
Kengo Kôra,Kaguyahime no monogatari,2013,8
Kenichi Suzumura,Strawberry 100%,2005,6.4
Kenichi Suzumura,Ouran High School Host Club,2006,8.2
Kenichi Suzumura,Ouran High School Host Club,2006,8.2
Kenichi Suzumura,Fate/Grand Order -First Order-,2016,5.6
Kenji Anan,Mosaic Japan,2014,6
Kenji Utsumi,Fist of the North Star,1991,7.3
Kenna Pickard,Cleo and Cuquin,2018,7.9
Kenneth Branagh,Walking with Dinosaurs,2000,8.5
Kenneth Branagh,Walking with Dinosaurs: The Ballad of Big Al,2000,8.1
Kenneth Choi,The Assassination of Gianni Versace,2016,8.4
Kenneth Choi,The People v. O.J. Simpson,2016,8.4
Kenneth Mitchell,Jericho,2006,7.9
Kenneth Sebastian,Kenny Sebastian: The Most Interesting Person in the Room,2020,6
Kenny Barnes,Love Is Blind,2020,6.1
Kenny Barnes,Love Is Blind,2020,6.1
Kenny Lin,Black and White: The Dawn of Justice,2014,5.7
Kensuke Takahashi,Ultraman X: Here It Comes! Our Ultraman,2017,5.9
Kent Ito,Wotakoi: Love is Hard for Otaku,2018,7.6
Kent Osborne,Dismissed,2019,5.7
Kent S. Leung,Chalay Thay Saath,2017,6.8
Kenta Kiritani,Crows: Episode Zero,2007,7.1
Kenta Kiritani,Crows: Episode Zero II,2009,7.2
Kenta Kiritani,SOLANIN,2010,7
Kenta Kiritani,Gonin Saga,2015,5.5
Kenta Kiritani,Too Young To Die!,2016,6.8
Kenta Kiritani,Vigilante,2017,5.8
Kenta Kiritani,Close-Knit,2017,7
Kentaro Ito,Ride Your Wave,2020,6.8
Kento Hayashi,Legal V Ex-lawyer Shoko Takanashi,2018,6.7
Kento Hayashi,Cafe Funiculi Funicula,2018,6.9
Kento Hiramatsu,The Werewolf Game: Inferno,2018,6.1
Kento Kaku,Paradise Kiss,2011,6.6
Keri Russell,The Americans,2013,8.4
Keri Russell,Dark Skies,2013,6.3
Kerr Smith,Final Destination,2000,6.7
Kerry Bishé,Rupture,2017,4.8
Kerry Condon,Bad Samaritan,2018,6.5
Kerry Godliman,Derek,2013,8
Keshav Deepak,Evvarikee Cheppoddu,2019,7.2
Keshav Sadhna,College Romance,2019,8.9
Keston John,LEGO Marvel Super Heroes: Black Panther,2018,5.7
Ketchup Eusebio,My Amnesia Girl,2010,6.8
Kev Adams,Gangsterdam,2018,4.5
Kevin 'Kimbo Slice' Ferguson,David Blaine: What Is Magic?,2010,7.1
Kevin Alejandro,The Lost Husband,2020,6
Kevin Ardillova,Crazy Awesome Teachers,2020,6.3
Kevin Bacon,Balto,1995,7.1
Kevin Bacon,Stir of Echoes,1999,7
Kevin Bacon,Beyond All Boundaries,2009,7.3
Kevin Bacon,Cop Car,2015,6.3
Kevin Bacon,The Darkness,2016,4.5
Kevin Cheng,The Invincible Dragon,2019,4.2
Kevin Clash,The Adventures of Elmo in Grouchland,1999,5.8
Kevin Corrigan,Results,2015,5.4
Kevin Costner,Field of Dreams,1989,7.5
Kevin Costner,The Bodyguard,1992,6.3
Kevin Costner,The Bodyguard,1992,6.3
Kevin Costner,Waterworld,1995,6.2
Kevin Costner,3 Days to Kill,2014,6.2
Kevin Costner,Jack Ryan: Shadow Recruit,2014,6.2
Kevin Costner,Criminal,2016,6.3
Kevin Costner,Mollys Game,2018,7.4
Kevin Dillon,Entourage,2015,6.6
Kevin Fagan,Unabomber - In His Own Words,2020,7.2
Kevin Guthrie,The English Game,2020,7.6
Kevin Hart,Kevin Hart: Im a Grown Little Man,2009,7.7
Kevin Hart,Kevin Hart: Seriously Funny,2010,7.6
Kevin Hart,Kevin Hart: Irresponsible,2019,6.5
Kevin Hart,Kevin Hart: Zero F**ks Given,2020,6
Kevin James,Kevin James: Sweat the Small Stuff,2001,7.5
Kevin James,Kevin James: Never Dont Give Up,2018,6.1
Kevin Julio,Eggnoid: Love & Time Portal,2019,6.3
Kevin Kline,Sophies Choice,1983,7.6
Kevin Kline,Silverado,1985,7.2
Kevin Kline,Wild Wild West,1999,5
Kevin Kline,No Strings Attached,2011,6.2
Kevin McKidd,Trainspotting,1996,8.1
Kevin Orton,One Take,1998,7
Kevin P. Farley,2gether: The Series,2000,5
Kevin Pollak,The Usual Suspects,1995,8.5
Kevin Pollak,House Arrest,1996,5.9
Kevin Pollak,Grace Unplugged,2014,6.1
Kevin Rahm,Clinical,2017,5.1
Kevin Smith,Catch and Release,2007,6
Kevin Sorbo,Gods Not Dead,2014,4.7
Kevin Spacey,"See No Evil, Hear No Evil",1989,6.9
Kevin Spacey,American Beauty,1999,8.3
Kevin Spacey,Pay It Forward,2000,7.2
Kevin Spacey,Superman Returns,2006,6
Kevin Spacey,Up in the Sky,2006,7.9
Kevin Spacey,21,2008,6.8
Kevin Spacey,The Men Who Stare at Goats,2009,6.2
Kevin Spacey,Margin Call,2011,7.1
Kevin Spacey,Nine Lives,2016,5.3
Kevin Spacey,Elvis and Nixon,2016,6.4
Kevin Spacey,Race for the White House,2016,7.8
Kevin Spacey,Rebel in the Rye,2017,6.7
Kevin Spacey,Billionaire Boys Club,2018,5.6
Kevin Tanski,Hope,2013,6.2
Kevin Tighe,K-9,1989,6
Kevin Tighe,Another 48 Hrs.,1990,5.9
Keye Luke,Gremlins,1984,7.3
Keythe Farley,Alien Xmas,2020,6.2
Khadija Al Akel,Sand Storm,2016,6.8
Khairia Nazmi,Barakah Meets Barakah,2016,6.2
Khaled Al-Buraiki,Wedy Atkalam,2018,6
Khloé Kardashian,Keeping Up with the Kardashians,2007,2.8
Khoi Dao,SWORDGAI The Animation,2018,5.9
Ki-joo Jin,Little Forest,2018,7.1
Ki-woo Lee,The Classic,2003,7.8
KiKi Layne,If Beale Street Could Talk,2018,7.1
Kiattikamol Lata,Handle Me With Care,2008,7.4
Kid Cudi,Two Night Stand,2014,6.4
Kida Khodr Ramadan,3 Türken and ein Baby,2018,5.5
Kiele Sanchez,The Purge: Anarchy,2014,6.4
Kien Shih,A Better Tomorrow III,1989,5.9
Kieran Walton,Power Players,2019,6.1
Kijoon Hong,The Outlaws,2017,7.2
Kika Markham,Two English Girls,1971,7.3
Kiki Sukezane,Heroes Reborn,2015,6.7
Kiki Sukezane,Earthquake Bird,2019,5.9
Kiko Mascarenhas,Totalmente Inocentes,2012,3.2
Kiko Mascarenhas,Até que a sorte nos separe,2012,5.5
Kiko Mascarenhas,Até que a Sorte nos Separe 2,2013,4.9
Kiko Mizuhara,Attack on Titan: Part 1,2015,5
Kiku Sharda,Akbar Birbal,2014,7.3
Kikuko Inoue,Macross Frontier,2008,7.9
Kim,Disco Dancer,1982,6.5
Kim Basinger,The Natural,1984,7.5
Kim Basinger,Batman,1989,7.5
Kim Basinger,Cellular,2004,6.5
Kim Basinger,Third Person,2014,6.3
Kim Bodnia,Opbrud,2005,4.9
Kim Bodnia,Terribly Happy,2008,6.8
Kim Byeong-Ok,Oldboy,2003,8.4
Kim Byeong-Ok,Chronicle of a Blood Merchant,2015,6.8
Kim Byeong-Ok,Geomeun sajedeul,2015,6.4
Kim Byeong-Ok,The Sound of Your Heart,2016,8.3
Kim Byeong-Ok,The Sound of Your Heart,2016,8.3
Kim Coates,Strange Weather,2017,5.9
Kim Go-eun,Eungyo,2012,6.7
Kim Guk-Hee,Tune in for Love,2019,7.1
Kim Gyu-Sun,High Society,2018,5.4
Kim Hae-sook,Pinocchio,2014,8.1
Kim Hae-sook,Helios,2015,5.6
Kim Hae-sook,RV: Resurrected Victims,2017,5.7
Kim Hae-sook,New Trial,2017,6.8
Kim Hae-sook,Herstory,2018,5.2
Kim Hillyard,Baby Ballroom,2017,7.8
Kim Hye-Ok,"Cheer Up, Mr. Lee",2019,6.9
Kim Hye-su,The Thieves,2012,6.8
Kim Hye-su,Signal,2016,8.6
Kim Hye-su,Default,2018,6.6
Kim Hyun-joong,Boys Over Flowers,2009,7.9
Kim Jinwoo,YG Future Strategy Office,2018,7.1
Kim Joo-Heon,Do Do Sol Sol La La Sol,2020,7.4
Kim Jung-Hyun,School 2017,2017,7.6
Kim Kyung-Nam,The King: Eternal Monarch,2020,8.2
Kim Ok-bin,The Villainess,2017,6.7
Kim Ok-bin,Arthdal Chronicles,2019,8.4
Kim Sharma,Fida,2004,5.5
Kim So-Hyun,Who Are You: School 2015,2015,7.7
Kim So-Hyun,"Bring It On, Ghost",2016,7.7
Kim So-Hyun,The Tale of Nokdu,2019,7.9
Kim So-Hyun,Love Alarm,2019,7.4
Kim Strauss,Cagaster of an Insect Cage,2020,6.2
Kim Tae-Woo,Joint Security Area,2000,7.8
Kim Woo-Bin,Twenty,2015,6.8
Kim Woo-Bin,The Con Artists,2015,6.6
Kim Woo-Seok,Voice,2020,7.7
Kim You-Jin,Marriage Contract,2016,7.6
Kim Young-Min,The World of the Married,2020,8.1
Kim Young-kwang,The Secret Life of My Secretary,2019,7.4
Kim Young-kwang,"Hello, Me!",2021,6.4
Kim van Kooten,Dolfje weerwolfje,2011,6.2
Kim van Kooten,Hollands Hoop,2014,8
Kimberly Chia,Imperfect,2012,5.2
Kimberly Reyes,El final del paraíso,2019,5.2
Kimie Tsukakoshi,Bureau of Magical Things,2018,6.7
Kimito Totani,Kamen Rider × Super Sentai Super Hero Taisen,2012,7.1
Kimmy Shields,Insatiable,2018,6.5
Kinga Philipps,Legend Quest,2011,4.2
Kinga Preis,The Dark House,2009,7.4
Kinga Vecsei,The Wednesday Child,2015,6.9
Kippei Shîna,Moryo no Hako,2007,5.8
Kippei Shîna,The Outrage,2010,6.8
Kippei Shîna,Wild 7,2011,5.7
Kippei Shîna,The Forest of Love,2019,6.3
Kira Buckland,The Testament of Sister New Devil,2015,6.7
Kira Buckland,God Eater,2015,7
Kira Buckland,Kuromukuro,2016,7.2
Kira Buckland,Granblue Fantasy: The Animation,2017,6.4
Kira Buckland,Lego Friends: Girls on a Mission,2018,7.4
Kira Buckland,YooHoo to the Rescue,2019,6.8
Kira Kosarin,The Thundermans,2013,5.8
Kirill Käro,Better Than Us,2019,7.4
Kirill Käro,To the Lake,2020,7.3
Kirill Pirogov,McMafia,2018,7.7
Kirk Barker,Squadron 303,2018,5.7
Kirk Hammett,Metallica Through the Never,2013,7.2
Kirron Kher,Om Shanti Om,2007,6.7
Kirsten Robek,Aliens Ate My Homework,2018,4.6
Kisetsu Fujiwara,Jinro Game: Beast Side,2014,5.9
Kishen Durairajoo,Gurushetram: 24 Hours Of Anger,2010,6.6
Kit Sheehan,Women Of The Night,2019,6.1
Kit Ying Lam,"Chinese Odyssey (Part I), A",1995,7.7
Kiti Mánver,A Remarkable Tale,2019,5.3
Kittipat Samarntragulchai,Dangerous Boys,2014,6
Kivanç Baran Aslan,Bizim Köyün Şarkısı,2018,6
Kiyoshi Kobayashi,Lupin the Third Part I,1971,7.9
Kiyoshi Kobayashi,Lupin,1979,7.7
Kiyoshi Kobayashi,Lupin the 3rd: The Castle of Cagliostro: Special Edition,1979,7.7
Kiyoshi Kobayashi,Lupin the 3rd TV Special: Goodbye Lady Liberty,1989,6.6
Kiyoshi Kobayashi,Lupin the 3rd TV Special: The Pursuit of Harimaos Treasure,1995,7
Kiyoshi Kobayashi,Lupin the 3rd TV Special: Island of Assassins,1997,7.2
Kiyoshi Kobayashi,Lupin the 3rd TV Special: Crisis in Tokyo,1998,7.2
Kiyoshi Kobayashi,Lupin the 3rd: Missed by a Dollar,2000,7.2
Kiyoshi Kobayashi,Lupin the 3rd: Episode 0: The First Contact,2003,7.7
Kiyoshi Kobayashi,Lupin the 3rd TV Special: Sweet Lost Night,2008,6.6
Kiyotaka Uji,Ultraman Ginga S The Movie,2017,6.8
Klai-Udom Sarantorn,Net I Die,2017,3.7
Klara Kristin,Love,2015,6.1
Klara Kristin,Love & Anarchy,2015,6.1
Klara Kristin,Love,2015,6.1
Klaus Maria Brandauer,Out of Africa,1985,7.2
Klaus Maria Brandauer,Entrusted,2003,6.4
Klára Melísková,"I, Olga Hepnarova",2017,6.6
Klára Melísková,Zahradnictví : Rodinný přítel,2020,5.8
Kobuhei Hayashiya,Touch 2: The Farewell Gift,1986,4.7
Koji Ishizaka,Partners: The Movie III,2014,5.4
Koki Uchiyama,Horimiya,2021,8.5
Kokone Sasaki,Figyua na anata,2013,5.3
Kokone Sasaki,Sukimasuki,2015,5.8
Kom Chauncheun,Racing Love,2011,5.5
Kom Chauncheun,Crazy Crying Lady,2012,5.1
Koneenica Banerjee,Bilu Rakkhosh,2017,7.1
Konkona Sen Sharma,Life in a ... Metro,2007,7.4
Konrad Georg,College Girl Murders,1967,6.2
Konstantin Yushkevich,Game of Truth,2013,6.9
Kosuke Toyohara,Godzilla vs. King Ghidorah,1991,6.6
Kotaro Daigo,Weathering with You,2020,7.5
Kote Daushvili,The Wishing Tree,1978,8.4
Kote Tolordava,Landmine Goes Click,2015,6
Kotoe Taichi,Maho Girls PreCure!,2016,7.6
Kotono Mitsuishi,The End of Evangelion,2002,8.1
Koushik Sen,Mandobasar Galpo,2017,6
Kranti Prakash Jha,Stories by Rabindranath Tagore,2015,8.8
Kris Sinioras,The Trap,2017,8.3
Krishan Dhawan,Pyar Ke Do Pal,1986,6.2
Kristen Connolly,The Cabin in the Woods,2012,7
Kristen Griffith-Vanderyacht,The Big Flower Fight,2020,7.5
Kristen Hager,Clara,2019,6.7
Kristen Ledlow,What Men Want,2019,5.3
Kristen McGuire,ReLIFE,2016,7.8
Kristen StephensonPino,Best F(r)iends: Volume 1,2018,5.4
Kristian Halken,Oldboys,2009,6.5
Kristiine Pajussaar,Tusenbröder - Återkomsten,2006,6.8
Kristin Archibald,I Love You,2017,4.3
Kristin Chenoweth,Deck the Halls,2006,5
Kristin Chenoweth,Rio 2,2014,6.3
Kristin Chenoweth,Class Rank,2018,6.4
Kristofer Hivju,The Last King,2016,6.1
Kristoffer Polaha,The Leaves,2019,4.6
Kristy Galeota,Operation Odessa,2018,7.7
Kristín Þóra Haraldsdóttir,And Breathe Normally,2019,6.9
Kristýna Nováková,Cosy Dens,1999,8.2
Kriti Sanon,Dilwale,2015,5.1
Kritika Avasthi,Engineering Girls,2018,6.9
Kritika Sachdeva,B.A. Pass 2,2017,2.1
Krutika Deo,Hawaizaada,2015,5.5
Krystin Pellerin,Republic of Doyle,2010,7.3
Krystof Hádek,Dark Blue World,2001,7.2
Krystof Hádek,Grapes,2008,6.6
Krystof Hádek,2Bobule,2009,5.2
Krystof Hádek,3 Seasons in Hell,2009,6.4
Krystof Hádek,Mission of Honor,2019,5.9
Krystof Hádek,Eel Squad,2019,3.7
Krystof Hádek,3Grapes,2020,5.5
Krystyna Janda,Tatarak,2009,6.5
Krzysztof Baginski,All These Sleepless Nights,2017,6.6
Krzysztof Dzierma,U Pana Boga w ogródku,2007,6.3
Krzysztof Kowalewski,With Fire and Sword,1999,7
Krzysztof Plewako-Szczerbinski,Of Animals and Men,2019,7.7
Krzysztof Stelmaszyk,Wkręceni,2014,4.5
Ku Hye-Sun,Blood,2015,6.9
Ku Ijima,Dare to Stop Us,2018,6.4
Kuan-Ting Liu,A Sun,2019,7.6
Kulnadda Pachimsawat,Metrosexual,2006,6
Kulothungan Udayakumar,Lens,2017,6.8
Kumar Natarajan,Andhaghaaram,2020,7.6
Kumiko Asô,Ringu 0,2000,6
Kumiko Goto,City Hunter,1993,6.5
Kumiko Watanabe,Atashinchi Movie 1,2003,5.8
Kumiko Watanabe,Atashinchi Movie 2,2003,5.8
Kumiko Watanabe,Inuyasha: The Final Act,2009,8.6
Kunal Kapoor,Hattrick,2007,4.2
Kunal Kapoor,Luv Shuv Tey Chicken Khurana,2012,6.6
Kunal Kapoor,Noblemen,2019,5.8
Kunal Khemu,Malang,2020,6.5
Kunatip Pinpradub,Joking Jazz 4G,2016,3.8
Kunda Hsieh,Inborn Pair,2011,7
Kunie Tanaka,Battles Without Honor and Humanity,1973,7.5
Kuniteru Shigeyama,Ju-on Black Ghost,2009,5.4
Kunle Coker,Your Excellency,2019,6.6
Kuranosuke Sasaki,700 Days of battle: us vs. the police,2008,7.1
Kuranosuke Sasaki,Samurai Hustle,2014,6.2
Kuranosuke Sasaki,Samurai Hustle Returns,2016,5.4
Kuranosuke Sasaki,Hamon: Yakuza Boogie,2017,5.3
Kuranosuke Sasaki,We Make Antiques!,2018,6.2
Kurt Fuller,Midnight in Paris,2011,7.7
Kurume Arisaka,Pulse,2005,6.6
Kwak Dong-Yeon,Love in the Moonlight,2016,7.9
Kwak Dong-Yeon,My ID is Gangnam Beauty,2018,7.5
Kwak Min-Gyoo,Move the Grave,2020,7.1
Kwang Soo Cha,The Attorney,2013,7.7
Kwang-Soo Lee,"Its Okay, Thats Love",2014,8.3
Kwang-ryul Jun,Snatch Up,2018,6
Ky-Mani Marley,One Love,2005,6.4
Kyara Uchida,Sweet Bean,2015,7.4
Kyeong-Yeong Lee,Haechi,2019,7.9
Kyla Pratt,Barneys Great Adventure: The Movie,1998,3.1
Kyla Pratt,One on One,2001,7.2
Kyla Rae Kowalewski,The Amazing World of Gumball,2011,8.2
Kyle Breitkopf,V Wars,2019,6.1
Kyle Bryan Johnson,Memory Games,2018,6.7
Kyle Dooley,Alien TV,2020,6
Kyle Field,The Overnight,2015,6.1
Kyle Hebert,Marvel Anime: X-Men,2010,6.8
Kyle Igneczi,Tsuredure Children,2017,7.3
Kyle MacLachlan,Twin Peaks,1990,8.8
Kyle MacLachlan,Twin Peaks,2017,8.5
Kyle McCarley,Mr. Osomatsu,2015,7.6
Kyle McCarley,Pinkfong & Baby Sharks Space Adventure,2019,7.1
Kyle McCarley,Pinkfong & Hogi Dance Dance,2019,7.1
Kylian Trouillard,Bigfoot Family,2020,6
Kylie Belling,The Sapphires,2012,7
Kylie Jefferson,Tiny Pretty Things,2020,5.8
Kyliegh Curran,Doctor Sleep,2019,7.3
Kym Ng,Gone Shopping,2007,6.6
Kym Ng,Dance Dance Dragon,2012,5.7
Kyu Sun Park,The Bride of Habaek,2017,6.9
Kyu-han Lee,Blood and Ties,2013,6.4
Kyôji Aoyama,Man Who Causes a Storm,1957,6.1
Károly Kozma,Blossom Valley,2018,6.3
Kátya Tompos,Poligamy,2009,5.8
Kåre Hedebrant,"Lets Go, JETS! From Small Town Girls to U.S. Champions?!",2008,7.9
Kåre Hedebrant,Lets Dance,2008,7.9
Kåre Hedebrant,Lets Fight Ghost,2008,7.9
Kévin Mischel,Divines,2016,7.4
Kôichi Yamadera,Cowboy Bebop: The Movie,2003,7.9
Kôichi Yamadera,Ghost in the Shell 2: Innocence,2004,7.5
Kôichi Yamadera,Paprika,2007,7.7
Kôichi Yamadera,Paprika,2007,7.7
Kôichi Yamadera,Ghost in the Shell: Solid State Society,2012,8
Kôji Matoba,A Gamblers Odyssey 2020,2019,5
Kôji Moritsugu,Mega Monster Battle: Ultra Galaxy,2009,6.7
Kôji Takahashi,Godzilla vs. Biollante,1989,6.6
Kôji Tsujitani,Eureka Seven: Hi-Evolution 1,2017,6
Kôta Fudauchi,Shinjuku Swan 2,2017,5.3
L. Scott Caldwell,Gridiron Gang,2006,6.9
L. Scott Caldwell,The Perfect Guy,2015,5.6
LaKeith Stanfield,Come Sunday,2018,6
Labina Mitevska,Loners,2000,7.5
Laetitia Casta,Sous Les Jupes Des Filles,2014,5.3
Laetitia Casta,Wind of Change,2014,5.8
Laila Boonyasak,The Teachers Diary,2014,7.9
Laila Boonyasak,Homestay,2018,7.3
Laila Boonyasak,Samui Song,2018,6.1
Laila Boonyasak,Sleepless Society: Nyctophobia,2019,5.7
Laila Ezz El Arab,Monopoly (The Bank Of Luck),2017,5.9
Laird Macintosh,Follow Me,2017,7.4
Lake Bell,Ghost of New Orleans,2011,4.8
Lake Bell,No Escape,2015,6.8
Lake Bell,I Do...Until I Dont,2017,4.2
Lake Bell,Shot caller,2017,7.3
Lakshmi Menon,Naa Bangaaru Talli,2013,7.1
Lakshmi Menon,Naan Sigappu Manithan,2014,6.5
Lakshmi Picazo,Semana Santa,2016,6
Lakshmi Priyaa Chandramouli,Odu Raja Odu,2018,7
Lali Gonzalez,El jugador,2016,4.2
Lambert Wilson,Catwoman,2004,3.4
Lamitta Frangieh,Three-Quarters Decent,2012,3.3
Lamman Rucker,Greenleaf,2016,7.4
Lamont Bentley,Moesha,1996,5.8
Lan Qin,The Last Supper,2012,5.7
Lana Ettinger,Intelligence,2009,7.7
Lance Henriksen,The Dog Who Saved Halloween,2011,3.8
Lance Lim,Duck Duck Goose,2018,5.8
Landon Gordon,Suburbicon,2017,5.7
Landon Liboiron,Hemlock Grove,2013,7.1
Landon Liboiron,Frontier,2017,7.2
Lap-Man Tan,God of Gamblers II,1990,6.9
Lara Flynn Boyle,Babys Day Out,1994,6.2
Lara Hubinont,The Break,2019,7.7
Lara Jill Miller,The Loud House,2016,7.2
Lara Pulver,Underworld: Blood Wars,2017,5.8
Lara Robinson,Knowing,2009,6.2
Laraine Newman,Dawn of the Croods,2015,6
Larenz Tate,A Man Apart,2003,6.1
Larissa Anderson,"Bikram: Yogi, Guru, Predator",2019,6.7
Larissa Gallagher,Monster High: Electrified,2017,5.8
Larissa Schmitz,Laggies,2014,6.4
Larry Baldwin,What the Health,2017,7.4
Larry Berry,Rize,2005,7.1
Larry Bird,One in a Billion,2016,6.7
Larry Charles,Larry Charles Dangerous World of Comedy,2019,7.3
Larry David,Whatever Works,2009,7.1
Larry the Cable Guy,Jeff Foxworthy and Larry the Cable Guy: Weve Been Thinking...,2016,5.7
Larry the Cable Guy,Larry the Cable Guy: Remain Seated,2020,6.7
Lars Eidinger,Personal Shopper,2017,6.1
Lars Simonsen,Barbara,1997,6.3
Laudya Cynthia Bella,Surga Yang Tak Dirindukan,2015,7.8
